Timestamp,Open,High,Low,Close,Volume1,Volume2,Volume3,f
1726329600000,59865.3,60415.8,59374.2,60336.8,4345508.7,43455.087,2608518461.6428,1
1726243200000,59658.4,60650,59315.4,59867,8220543.2,82205.432,4931685497.3857,1
1726156800000,57511.8,59732.9,57495.1,59659.9,10891384,108913.84,6350317501.098,1
1726070400000,56700.1,58586.8,56644,57511.8,13055949.3,130559.493,7543581005.3208,1
1725984000000,56593.1,58048.6,55555.5,56700.1,15153248.4,151532.484,8597306875.2346,1
1725897600000,55389.9,58161.5,55346.4,56593,14379850.4,143798.504,8173568939.7591,1
1725811200000,53688.1,55798.8,53622,55390,12064418.2,120644.182,6633184856.193,1
1725724800000,54779.2,54863.2,53626.1,53688,6492847.4,64928.474,3524092537.1115,1
1725638400000,54040.6,54842.3,52522,54779.1,11950235.6,119502.356,6434610984.6578,1
1725552000000,55973.1,57048.1,53805,54041.5,17665867.1,176658.671,9849805349.1212,1
1725465600000,58132.7,58535.1,55800,55973,13873131.3,138731.313,7932092707.6045,1
1725379200000,57721.2,58258,55555.9,58132.8,14035878.6,140358.786,7999463444.3584,1
1725292800000,58539.5,59828,57568,57721.3,9918929,99189.29,5827754354.7037,1
1725206400000,58220,58844,57111,58539.4,10161906.1,101619.061,5892918627.1369,1
1725120000000,59017.9,59159.9,57150.1,58220.1,7727422.9,77274.229,4499920760.9269,1
1725033600000,58095.9,59478,57660.1,59017.9,6081813.1,60818.131,3579309101.325,1
1724947200000,60779.9,60960,57924,58094,12672163.3,126721.633,7510345511.7492,1
1724860800000,59003.8,61169.9,57778.9,60779.9,11740768.2,117407.682,6988947822.0668,1
1724774400000,61698.6,62197,57910.1,59003.9,17104615.7,171046.157,10223198655.7944,1
1724688000000,63535,63890,61456.1,61698.6,11970203,119702.03,7501883716.0421,1
1724601600000,64133.1,65043.6,63068,63535,9162193,91621.93,5854293324.5729,1
1724515200000,63982.6,65028.4,63500,64133,5604934.4,56049.344,3593069116.6631,1
1724428800000,61527,65098.5,61317.7,63982.6,12572392.4,125723.924,7991352080.1232,1
1724342400000,60406.3,62327.4,60130,61528,11456439.2,114564.392,7001540531.5117,1
1724256000000,59514.1,61828,59370.6,60406.2,13953509.9,139535.099,8478176656.197,1
1724169600000,58822.1,60222,58500,59514.1,10488793.6,104887.936,6229032464.1345,1
1724083200000,58535.1,61434.4,58372.2,58822.1,13810856.6,138108.566,8284775039.2701,1
1723996800000,59867,59959.4,57800,58535.1,9665038.9,96650.389,5666606446.7875,1
1723910400000,59393,60297.9,59151,59867,6634444.5,66344.445,3962867286.6891,1
1723824000000,58063.6,59824.9,57991.1,59392.9,6971747.8,69717.478,4123390825.1378,1
1723737600000,59670.5,59861.5,56048.3,58063.9,15314560.9,153145.609,8872838501.4382,1
1723651200000,59435.4,59775.2,57704.1,59671.5,10722511.5,107225.115,6307012350.0295,1
1723564800000,59469.2,61847,58806.1,59435.5,14242375,142423.75,8616074356.0867,1
1723478400000,60207.3,60421.1,58366,59469.2,9625271.5,96252.715,5700816353.1396,1
1723392000000,60135.1,60718.8,57610,60207.4,16236707.5,162367.075,9587889798.3015,1
1723305600000,60517.2,61951.3,59900.1,60134.5,5939806.4,59398.064,3614574900.8127,1
1723219200000,59820.6,61492.8,59728,60517.2,6868212,68682.12,4159304228.8404,1
1723132800000,59423,62766,59235,59820.6,16041183,160411.83,9728697830.0208,1
1723046400000,56100,59541,54558.8,59422,18469217.2,184692.172,10516670025.1772,1
1722960000000,56407.7,57854.9,55555,56100,15884934.9,158849.349,9008301438.8498,1
1722873600000,54320.2,56622,52525.3,56407.8,21808811.4,218088.114,11997130658.6317,1
1722787200000,59097.8,59577,48906.7,54320.3,50389481.6,503894.816,27081342492.2965,1
1722700800000,60875.9,61340.2,58925,59097.7,12723703.5,127237.035,7685251624.1406,1
1722614400000,63410.1,63607.9,60500,60876,12327934.3,123279.343,7636201112.2959,1
1722528000000,62906.8,65660,62266.8,63410.1,19452840.9,194528.409,12462102501.0873,1
1722441600000,66380,66840,62654.1,62906.2,15516724.6,155167.246,10018578377.0859,1
1722355200000,66226.9,66863.3,65280,66379.9,9406336.7,94063.367,6221505774.4388,1
1722268800000,68100,68125.9,65534,66226.9,12572278.5,125722.785,8388695382.9085,1
1722182400000,67660.4,70098,67622.2,68100,11966905.3,119669.053,8256216368.5844,1
1722096000000,68874.4,69233,66621.1,67660.4,12988385,129883.85,8824891771.6246,1
1722009600000,67574.4,69434.3,67300,68874.4,7596023.2,75960.232,5186317088.7576,1
1721923200000,64786,67999,64383.2,67574.4,12299369,122993.69,8188219969.5282,1
1721836800000,66189.2,66713.4,63433.6,64785.9,12915998.7,129159.987,8357692798.8999,1
1721750400000,66575,67126.4,65425.8,66189.1,9719051.4,97190.514,6431388793.7761,1
1721664000000,67077.9,68278.8,65956.8,66578.8,10981688.2,109816.882,7356316043.9278,1
1721577600000,67164.1,68497.9,65769.1,67077.9,11780333.5,117803.335,7936989569.5929,1
1721491200000,66829.4,67655,66596,67164,6084405.7,60844.057,4082756946.0094,1
1721404800000,65841.5,67423.7,65830.7,66829.4,8472785.2,84727.852,5646743624.7178,1
1721318400000,63545.1,65900,63232.6,65838.9,11398002.3,113980.023,7335222881.0092,1
1721232000000,64740.8,65155.3,63400,63545,10095735,100957.35,6501577146.4502,1
1721145600000,64881.9,66149.4,64110.6,64740.8,13370471.4,133704.714,8707130538.4169,1
1721059200000,63019.1,65000,62375,64881.8,18402707.2,184027.072,11740438348.6714,1
1720972800000,60087.9,63330,59864.5,63019.1,13055757.8,130557.578,8104444375.3348,1
1720886400000,58844.1,60419.1,58238.2,60088,9379499.8,93794.998,5593651333.9514,1
1720800000000,58206.1,58926.9,57155.1,58844.1,7291427.7,72914.277,4242960413.3906,1
1720713600000,57405.7,58273.9,56535.5,58206.1,9353724.3,93537.243,5364626156.165,1
1720627200000,57700.1,59671.5,57001.2,57405.8,12021522.2,120215.222,6987791898.391,1
1720540800000,57470.5,59481.7,57328.1,57700,11682346.9,116823.469,6809009795.0195,1
1720454400000,55760.2,58143,55417.7,57470.5,11745094.6,117450.946,6697576055.9353,1
1720368000000,56832.1,58226.4,54280,55760.2,19290439.1,192904.391,10843685314.0673,1
1720281600000,57310.2,58499.8,56568,56832,8791287.6,87912.876,5068166968.5901,1
1720195200000,56678.3,57466.4,55820,57310.2,8919585.2,89195.852,5050067792.233,1
1720108800000,58140.2,58821.8,53222.3,56678.3,26484417.1,264844.171,14773857129.44,1
1720022400000,60187.2,60664.8,56758,58140.1,19073867.4,190738.674,11146414317.0544,1
1719936000000,61958.5,62375,59531.3,60187.1,12398107,123981.07,7546291286.4393,1
1719849600000,63126.3,63866,61836.9,61958.4,8765702.3,87657.023,5507280680.7588,1
1719763200000,61720,63840,61580,63126.3,9255188.8,92551.888,5819498128.0355,1
1719676800000,61114.9,61878.8,60709.9,61720,4498210.9,44982.109,2759271738.1927,1
1719590400000,61058.8,61227.5,60050,61115,5806672.4,58066.724,3526452414.7012,1
1719504000000,61580.3,62230,60755,61058.8,7840895.9,78408.959,4823359381.5397,1
1719417600000,61480,62400,60620,61582,8822886.8,88228.868,5409891489.2567,1
1719331200000,61819.6,62491.5,61134,61480,7678314,76783.14,4739839875.1819,1
1719244800000,60853.2,62150,58351,61819.6,16865171.1,168651.711,10210487953.1397,1
1719158400000,64103.5,64196.4,60600,60853.1,13958734.6,139587.346,8679649158.4483,1
1719072000000,64308.5,64529.6,64070.1,64103.5,1968322.5,19683.225,1266230902.4467,1
1718985600000,63726.6,64539.8,63458.8,64308.5,4358996.9,43589.969,2796390382.5899,1
1718899200000,64828.7,65233,63360,63726.7,10408832.9,104088.329,6688520546.9072,1
1718812800000,64934.8,66485,64616.2,64828.6,9146821.9,91468.219,5984618385.7686,1
1718726400000,64699.8,65729.2,64022,64934.9,8682299.4,86822.994,5646330070.8693,1
1718640000000,65365.2,67320,64158,64698.7,16412954.4,164129.544,10753622066.993,1
1718553600000,66704.1,66988,65126.1,65365.3,7275703.9,72757.039,4802741605.8425,1
1718467200000,66327.3,66783.8,65860.1,66704.2,2880146.5,28801.465,1911556783.6339,1
1718380800000,66392.7,66656.6,65066,66327.1,7192919.7,71929.197,4737397105.4165,1
1718294400000,66470.2,67377.4,66262.8,66392.6,6741955.4,67419.554,4507753478.7783,1
1718208000000,69740.6,69890.4,66302.2,66470.1,13824356.2,138243.562,9402809621.5257,1
1718121600000,66229.4,70027.8,66159,69740.5,9987725,99877.25,6812995108.6387,1
1718035200000,70048.7,70125,65910.3,66229.4,11907265.7,119072.657,8076410325.2315,1
1717948800000,69508.4,70185.1,69133,70048.8,3952751,39527.51,2751147410.1133,1
1717862400000,69423.6,69784.9,69128.5,69508.5,2497095.9,24970.959,1733465841.8865,1
1717776000000,71117.2,71225,68300,69423.5,7953741.8,79537.418,5526314010.0865,1
1717689600000,71299.9,72021.7,70117.4,71117.2,9240518.6,92405.186,6573354170.0145,1
1717603200000,71574.6,71777,70600,71300,6029871.9,60298.719,4294090814.6662,1
1717516800000,70448.7,71764.7,70100,71574.5,9259410.9,92594.109,6563804301.2337,1
1717430400000,69622.5,70498.8,68572.3,70448.6,7662559.1,76625.591,5313037763.2787,1
1717344000000,68164.8,70338.3,67300.3,69622.4,9489873.6,94898.736,6537146316.8665,1
1717257600000,67688.5,68497,67380,68164.7,3408715.6,34087.156,2314863295.2548,1
1717171200000,67219.6,68026.2,66639,67688.6,4289513.6,42895.136,2893369494.7952,1
1717084800000,68527.9,69523.9,67200.4,67219.7,8236768.1,82367.681,5633096833.619,1
1716998400000,67383.4,68835.6,67126.7,68527.9,7988523.2,79885.232,5424232635.2652,1
1716912000000,68396.4,68953.6,67250,67383.4,8531397.8,85313.978,5806825221.4816,1
1716825600000,70408.2,70740,67488.2,68396.3,9948385.6,99483.856,6828774278.1966,1
1716739200000,68850.5,70584.5,68153.8,70408.2,6357118.3,63571.183,4388173031.3548,1
1716652800000,68921.7,69580.3,68666.1,68850.5,3489002.7,34890.027,2411209741.3437,1
1716566400000,68324.4,69664.7,67896.7,68921.7,5558444.8,55584.448,3828642078.7643,1
1716480000000,68073.5,68427.6,66242.5,68324.5,11477572,114775.72,7745757530.9676,1
1716393600000,70458.4,70691.2,67572.7,68073.4,10476284.8,104762.848,7242627933.5674,1
1716307200000,69838,70627.4,69180,70458.3,8758306,87583.06,6120108983.2802,1
1716220800000,67418.1,72086,67381.1,69837.9,18690160.1,186901.601,13099340011.1256,1
1716134400000,66895.2,67528.6,65887,67418,8717766.5,87177.665,5821026607.4196,1
1716048000000,66803.5,67794,66666,66895.2,5407262.3,54072.623,3628470230.2503,1
1715961600000,67200,67398.3,66216.1,66803.5,6042414.5,60424.145,4042957926.1988,1
1715875200000,65830.2,67460,64600,67200,10370702.9,103707.029,6837806969.5083,1
1715788800000,64723.1,66799,64722,65830.1,12231718.8,122317.188,8061850885.4835,1
1715702400000,61772.3,65088,61150,64723,13429373.3,134293.733,8471219864.7961,1
1715616000000,63018.7,63470,61103.8,61772.2,12700137.7,127001.377,7895620322.8096,1
1715529600000,61420,63322,60756,63018.7,12349505.3,123495.053,7665203329.098,1
1715443200000,61183.5,61577.8,60601,61419.9,3859719.1,38597.191,2357104542.8099,1
1715356800000,60920.1,61535.8,60161.2,61183,7998753.4,79987.534,4862208414.1657,1
1715270400000,62155.7,63475,60666.7,60920.8,12652519.5,126525.195,7884767076.017,1
1715184000000,62281.1,62768,60630.6,62155.6,10468843.2,104688.432,6441789498.591,1
1715097600000,63734.2,63893.6,61790,62281,10965262.8,109652.628,6858335204.3557,1
1715011200000,63641.3,64418.8,62685,63734.3,11588104.5,115881.045,7368195305.0709,1
1714924800000,64421.8,65534.9,62914.6,63641.2,13436817.9,134368.179,8622889877.3089,1
1714838400000,63615.1,64666,62863.6,64421.8,7978802.1,79788.021,5084279268.9613,1
1714752000000,61685.9,64539.1,61531.4,63615,12543015.9,125430.159,7912249743.5529,1
1714665600000,59270.2,62137.5,58638.1,61685.8,15094270.5,150942.705,9076540515.6237,1
1714579200000,56885.1,59500,56617.1,59270.1,20683823,206838.23,12009470227.0024,1
1714492800000,60786,61074.3,56528.8,56885,23668604,236686.04,13886198122.6675,1
1714406400000,63038.3,64746.1,60555.2,60786,15994763.3,159947.633,9990172965.9275,1
1714320000000,63535.5,63984.6,61787.6,63038.2,10192285.9,101922.859,6386570493.2894,1
1714233600000,62955.9,64400,62740,63535.4,6054874.7,60548.747,3849449230.9052,1
1714147200000,63497.7,64171,62355.8,62955.9,7628547.1,76285.471,4824334686.6812,1
1714060800000,64123.1,65321.4,63340.8,63497.8,10795376.2,107953.762,6945365751.3393,1
1713974400000,64623.9,65134.5,62762.6,64123,13789579.7,137895.797,8822836722.5278,1
1713888000000,66416,67089,64500,64625.9,9743629,97436.29,6433859319.192,1
1713801600000,65996.7,67258.6,65810,66415,10787693,107876.93,7177218534.275,1
1713715200000,65041.4,66497.4,64223.1,65996.8,11565802,115658.02,7570304046.796,1
1713628800000,64800.1,65717.3,64443,65041.4,7869252,78692.52,5117147531.834,1
1713542400000,64443.4,64977.2,62944.5,64800.1,10520578,105205.78,6727661641.422,1
1713456000000,63500,65442.1,59568,64443.4,26314402,263144.02,16584495609.604,1
1713369600000,60300,64155,59602.2,63500,20231108,202311.08,12507327477.425,1
1713283200000,61768.8,64540.7,59853,60299.9,20455468,204554.68,12767006763.868,1
1713196800000,64577.4,64892.5,61555,61768.9,20788434,207884.34,13090566849.482,1
1713110400000,64187.3,66865.8,62572.3,64574.3,17184729,171847.29,11178962053.072,1
1713024000000,67671,67767.7,59666,64187.3,27542637,275426.37,17567669279.998,1
1712937600000,69336.1,69580,64800.1,67671.9,17707730,177077.3,11909008530.353,1
1712851200000,70000.7,71255.2,69220,69336,9511701,95117.01,6685661895.559,1
1712764800000,68658,71323.7,68561,70000.7,14350872,143508.72,10078102968.369,1
1712678400000,69274.7,69626,67507.5,68658,12723440,127234.4,8735527952.463,1
1712592000000,71784.9,72122,68513,69274.8,14201353,142013.53,10006853316.61,1
1712505600000,69569.9,72846.2,68850.3,71784.9,14963082,149630.82,10622137402.205,1
1712419200000,68113.6,69899.4,67945.2,69570,6768880,67688.8,4684154240.371,1
1712332800000,68208.7,68400,67312.4,68113.6,5491162,54911.62,3724764093.605,1
1712246400000,67650,69353.2,65931.4,68208.7,16367429,163674.29,11073554550.655,1
1712160000000,65848.3,67945,65070.6,67650,10054121,100541.21,6677127261.974,1
1712073600000,64889.6,66931.4,64425,65846.5,13535039,135350.39,8912067095.288,1
1711987200000,68244.5,69951.4,64570,64889.6,21493251,214932.51,14351177048.157,1
1711900800000,70407.9,71444,68166.1,68244.6,12550378,125503.78,8766396330.53,1
1711814400000,70028,70773.4,69560.4,70407.9,4989448,49894.48,3503342337.813,1
1711728000000,69202.2,70347.1,69111,70028.1,4953435,49534.35,3459866757.778,1
1711641600000,71310,71350,69016.5,69202.1,8734652,87346.52,6136851003.993,1
1711555200000,68887.9,71587.3,68389,71310,12675529,126755.29,8879720464.744,1
1711468800000,70262.6,71842,68567.4,68887.9,14409011,144090.11,10094889161.376,1
1711382400000,69798,71606.5,69282,70260.1,15884672,158846.72,11191724578.128,1
1711296000000,65684.9,70090.8,64595.6,69797.9,16045575,160455.75,10817032753.495,1
1711209600000,65097.9,66026.4,63777,65685,9284770,92847.7,6033828375.675,1
1711123200000,63898,65450,62171.2,65097.9,11806704,118067.04,7550690026.734,1
1711036800000,66577.5,67035.6,62501.2,63898,18446611,184466.11,11971095863.226,1
1710950400000,63608.9,68264.4,62028.8,66577.6,21418494,214184.94,14160569441.526,1
1710864000000,64054.1,65762.4,60766.1,63608.8,25810676,258106.76,16293857799.683,1
1710777600000,67462,68144.5,62376.8,64048.5,28207486,282074.86,18313759214.982,1
1710691200000,67978.1,69006.9,66621.9,67461.9,15230539,152305.39,10339036496.227,1
1710604800000,68383.9,68432.5,64555,67978,19051682,190516.82,12663991819.214,1
1710518400000,68166.2,70716,67366,68383.9,14038848,140388.48,9655204549.316,1
1710432000000,70857.4,72442.3,65588.7,68166.3,34234829,342348.29,23576551245.939,1
1710345600000,72613.3,73856,70567.1,70857.3,14089294,140892.94,10216907691.633,1
1710259200000,71752.2,73672,68580,72613.3,19365613,193656.13,13873234722.475,1
1710172800000,71986.3,73389.9,70754.9,71752.1,13843697,138436.97,9975387356.794,1
1710086400000,69188,72688,66900,71986.3,18585859,185858.59,13090911976.257,1
1710000000000,68291.3,69974,68007.2,69187.9,8181123,81811.23,5664768715.64,1
1709913600000,67635,69398.6,66066,68291.3,10594994,105949.94,7202420488.17,1
1709827200000,67244.2,70286.2,66720.6,67635,13930439,139304.39,9461389516.943,1
1709740800000,66514.2,67959,65556.9,67244.2,13254275,132542.75,8843240901.706,1
1709654400000,66795.5,67688.9,58900,66512,36286225,362862.25,23460138501.25,1
1709568000000,66463.3,69333,64900,66793.1,27411631,274116.31,18457491747.369,1
1709481600000,62175.5,66649,62120.1,66465.6,18281332,182813.32,11776393399.261,1
1709395200000,61799.3,62710,61333,62175.4,6631369,66313.69,4109124261.179,1
1709308800000,61305.3,63150,61264.2,61799.3,8637391,86373.91,5364515761.928,1
1709222400000,62787.3,62920.1,60414.1,61305.3,15809982,158099.82,9742721798.329,1
1709136000000,60998.4,64480.3,58627.9,62787.2,34485817,344858.17,21339844667.858,1
1709049600000,56757.9,61453.3,56199,60998.3,25021766,250217.66,14707390680.421,1
1708963200000,52849.1,57641.4,52759.7,56757.8,25682025,256820.25,14286090449.123,1
1708876800000,51529.9,52853.8,50907,52849.2,8471551,84715.51,4379405662.846,1
1708790400000,51110.1,51921,51107.3,51530,5091940,50919.4,2627247359.606,1
1708704000000,50915.8,51200,50533,51110.1,5088210,50882.1,2592148931.088,1
1708617600000,51600.2,52108.3,50777,50916.4,10257630,102576.3,5258250687.694,1
1708531200000,51164.2,52060,50670,51601.6,10870160,108701.6,5591630462.749,1
1708444800000,51670.8,52545.8,50470,51164.2,13965497,139654.97,7186610448.522,1
1708358400000,52134.6,53080,51281.2,51670.8,14705287,147052.87,7652740113.214,1
1708272000000,51784,52498.5,51607.9,52134.6,7619526,76195.26,3974927765.011,1
1708185600000,50980,52091.6,50734.4,51784,7956579,79565.79,4105592123.02,1
1708099200000,51895.2,52263,50621,50980,9148332,91483.32,4715585089.22,1
1708012800000,51941.5,52598.4,51323.1,51895.2,12474143,124741.43,6486859037.411,1
1707926400000,51613,52881.3,51188.8,51941.4,15403832,154038.32,8019539488.733,1
1707840000000,48748.6,52099.1,48282,51613,18256269,182562.69,9237912209.277,1
1707753600000,49938.8,50438.8,48370.4,48748.5,17485737,174857.37,8682037884.878,1
1707667200000,48159.5,49984,47707,49938.9,13426865,134268.65,6517629073.588,1
1707580800000,47346.1,48628,47160,48159.4,9168227,91682.27,4406357309.569,1
1707494400000,47159.4,48244.4,46842.6,47346.1,8975859,89758.59,4256631096.516,1
1707408000000,45434.2,48000,44900.5,47159.3,18984493,189844.93,8821931759.334,1
1707321600000,43068.4,45470,43006.5,45434.1,14351087,143510.87,6376651991.487,1
1707235200000,43253.8,43399.5,42788,43068.3,7023192,70231.92,3025827376.177,1
1707148800000,42641.5,43287.7,42320.1,43253.8,9132626,91326.26,3908244842.621,1
1707062400000,42937.4,43575,42150,42640.2,10950738,109507.38,4697054873.775,1
1706976000000,43120.4,43275.3,42723,42937.3,4247002,42470.02,1825663147.345,1
1706889600000,43232.2,43494.4,42766,43120.4,5028904,50289.04,2168482366.213,1
1706803200000,42512.2,43440,42358.3,43232.3,10393061,103930.61,4466925061.119,1
1706716800000,43362,43767.3,41880,42512.2,13584880,135848.8,5788819225.356,1
1706630400000,43383.2,43775,42358.1,43362.1,11065409,110654.09,4756943334.956,1
1706544000000,42649.8,43908.5,42518.7,43383.2,12083104,120831.04,5231509837.335,1
1706457600000,42264.6,42656.2,41615,42649.9,8818613,88186.13,3714326945.359,1
1706371200000,41819.9,42849.6,41727.2,42264.5,7616852,76168.52,3226006020.808,1
1706284800000,41420.1,42245,41376,41820,7662439,76624.39,3204492263.337,1
1706198400000,39805.7,41600,39555,41418.4,13740728,137407.28,5574839833.9,1
1706112000000,40053.8,40321.9,39510,39805.6,8728063,87280.63,3487494053.715,1
1706025600000,39202.1,40572.6,38924.2,40053.9,12671656,126716.56,5040481203.846,1
1705939200000,40780,40887.5,38550.6,39202.1,21423123,214231.23,8482294221.726,1
1705852800000,41658.1,41824.5,40345.8,40779.9,13013469,130134.69,5331244740.38,1
1705766400000,41574.8,41888,41530.4,41658.1,3285053,32850.53,1370430683.458,1
1705680000000,40904.2,42195,40244,41574.8,10587452,105874.52,4374743769.144,1
